element	sp_num	obs_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Xe	3	"553.720"	"0"	""		"167066.32"	"185120.90"	"5s2.5p3.(2D*).6p"	"3P"	"2"	"5s2.5p3.(4S*).6d"	"3D*"	"2"		""	"L7270"	
Xe	3	"554.033"	"0"	""		"164438.64"	"182482.74"	"5s2.5p3.(2D*).6p"	"1F"	"3"	"5s2.5p3.(4S*).7s"	"5S*"	"2"		""	"L7270"	
Xe	1	"554.038"	"3h*"	""		"77269.145"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
Xe	1	"554.038"	"3h*"	""		"77185.041"	"95229.59"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[3/2]"	"2"		""	"L4739"	
Xe	3	"554.561"	"0"	""		"184009.10"	"202035.68"	"5s2.5p3.(2P*).6p"	"1D"	"2"	"5s2.5p3.(2D*).6d"	"3P*"	"1"		""	"L7270"	
Xe	3	"554.805"	"2"	""		"148535.52"	"166554.82"	"5s2.5p3.(2P*).5d"	"3F*"	"4"	"5s2.5p3.(2D*).6p"	"3F"	"4"		""	"L10579"	
Xe	2	"555.150"	"4Hs^"	""		"139094.28"	"157102.56"	"5s2.5p4.(3P<2>).6d"	"2[3]"	"5/2"	"5s2.5p4.(1D<2>).4f"	"2[3]*"	"7/2"		""	"L6925"	
Xe	1	"555.2385"	"80"	""		"77269.145"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L7292"	
Xe	3	"555.278"	"5"	""		"148370.13"	"166374.06"	"5s2.5p3.(2D*).5d"	"3P*"	"2"	"5s2.5p3.(4S*).4f"	"5F"	"3"		""	"L10579"	
Xe	1	"555.310"	"3h"	""		"78119.798"	"96122.77"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"1"		""	"L4739"	
Xe	1	"555.506"	"1-"	""		"77185.041"	"95181.66"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[5/2]"	"2"		""	"L4739"	
Xe	1	"555.728"	"2"	"6.0e+04"	C+	"78119.798"	"96109.22"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
Xe	1	"556.350"	"2"	""		"77185.041"	"95154.37"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[1/2]"	"1"		""	"L4739"	
Xe	3	"556.583"	"1a"	""		"148412.84"	"166374.06"	"5s2.5p3.(2D*).5d"	"1F*"	"3"	"5s2.5p3.(4S*).4f"	"5F"	"3"		""	"L10579"	
Xe	1	"556.6615"	"100"	""		"77269.145"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L7292"	
Xe	1	"556.777"	"2h"	""		"78403.061"	"96358.56"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"3"		""	"L4739"	
Xe	3	"556.788"	"0"	""		"178306.08"	"196261.50"	"5s2.5p3.(2D*).4f"	"3G"	"3"	"5s2.5p3.(2D*).6d"	"3G*"	"3"		""	"L7270"	
Xe	3	"557.007"	"0*"	""		"178029.33"	"195977.67"	"5s2.5p3.(2P*).6p"	"3P"	"1"	"5s2.5p3.(2D*).6d"	"3F*"	"2"		""	"L7270"	
Xe	3	"557.007"	"0*"	""		"167173.54"	"185120.90"	"5s2.5p3.(4S*).4f"	"5F"	"1"	"5s2.5p3.(4S*).6d"	"3D*"	"2"		""	"L7270"	
Xe	2	"557.091"	"1"	""		"138967.87"	"156913.68"	"5s2.5p4.(3P<2>).4f"	"2[4]*"	"9/2"	"5s2.5p4.(3P<2>).6g"	"2[6]"	"11/2"		""	"L6991"	
Xe	2	"557.219"	"50"	""		"105313.33"	"123254.60"	"5s2.5p4.(3P<2>).5d"	"2[1]"	"3/2"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"3/2"		""	"L6925"	
Xe	1	"557.527"	"2h"	""		"78403.061"	"96334.479"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11d"	"2[7/2]*"	"3"		""	"L4739"	
Xe	1	"557.928"	"40"	""		"78403.061"	"96321.55"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11d"	"2[7/2]*"	"4"		""	"L4739"	
Xe	4	"558.031"	"9"	""		"182571.0"	"200486.2"	"5s2.5p2.(1D).5d"	"2P"	"3/2"	"5s2.5p2.(3P).6p"	"2D*"	"5/2"		""	"L11502"	
Xe	1	"558.1784"	"50"	""		"77269.145"	"95179.580"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"0"		""	"L7292"	
Xe	2	"558.35"	"2H"	""		"138967.87"	"156872.9"	"5s2.5p4.(3P<2>).4f"	"2[4]*"	"9/2"	"5s2.5p4.(3P<2>).6g"	"2[5]"	"11/2"		""	"L6925"	
Xe	1	"558.518"	"1-"	""		"78956.031"	"96855.664"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).13d"	"2[5/2]*"	"2"		""	"L4739"	
Xe	2	"559.161"	"2H"	""		"131923.79"	"149802.80"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"3/2"	"5s2.5p4.(1D<2>).7s"	"2[2]"	"3/2"		""	"L6925"	
Xe	1	"559.437"	"6"	""		"76196.767"	"94066.95"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"1"		""	"L4739"	
Xe	2	"559.487"	"15Hw"	""		"139005.27"	"156873.84"	"5s2.5p4.(3P<2>).4f"	"2[3]*"	"7/2"	"5s2.5p4.(3P<2>).6g"	"2[5]"	"9/2"		""	"L6925"	
Xe	5	"560.283"	"9"	""		"182167.2"	"200010.2"	"5s2.5p.(2P*).5d"	"3D*"	"3"	"5s2.5p.(2P*).4f"	"1F"	"3"		""	"L7287"	
Xe	3	"560.433"	"4"	""		"148535.52"	"166374.06"	"5s2.5p3.(2P*).5d"	"3F*"	"4"	"5s2.5p3.(4S*).4f"	"5F"	"3"		""	"L10579"	
Xe	4	"560.601"	"10"	""		"177951.1"	"195784.6"	"5s.5p4"	"2P"	"1/2"	"5s2.5p2.(3P).4f"	"4D*"	"3/2"		""	"L11502"	
Xe	1	"560.799"	"3"	""		"78119.798"	"95946.582"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L4739"	
Xe	3	"561.018"	"2"	""		"148535.52"	"166355.27"	"5s2.5p3.(2P*).5d"	"3F*"	"4"	"5s2.5p3.(4S*).4f"	"5F"	"4"		""	"L10579"	
Xe	1	"561.265"	"15"	""		"78119.798"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
Xe	2	"561.289"	"1h-"	""		"124571.09"	"142382.13"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(3P<1>).7s"	"2[1]"	"3/2"		""	"L6925"	
Xe	2	"561.667"	"150"	""		"105313.33"	"123112.54"	"5s2.5p4.(3P<2>).5d"	"2[1]"	"3/2"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"5/2"		""	"L6925"	
Xe	1	"561.8878"	"80"	""		"78119.798"	"95912.003"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[7/2]*"	"3"		""	"L7292"	
Xe	1	"562.124"	"1"	""		"78119.798"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
Xe	2	"562.478"	"1Hl*"	""		"139128.78"	"156902.5"	"5s2.5p4.(3P<2>).7p"	"2[2]*"	"5/2"	"5s2.5p4.(3P<2>).6g"	"2[3]"	"5/2"		""	"L6925"	
Xe	2	"562.478"	"1Hl*"	""		"131923.79"	"149697.24"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"3/2"	"5s2.5p4.(1D<2>).7s"	"2[2]"	"5/2"		""	"L6925"	
Xe	2	"563.324"	"3H"	""		"139128.78"	"156875.52"	"5s2.5p4.(3P<2>).7p"	"2[2]*"	"5/2"	"5s2.5p4.(3P<2>).6g"	"2[4]"	"7/2"		""	"L6925"	
Xe	3	"564.126"	"1"	""		"178887.17"	"196608.91"	"5s2.5p3.(2D*).4f"	"3G"	"4"	"5s2.5p3.(2D*).6d"	"3F*"	"3"		""	"L10579"	
Xe	1	"564.619"	"5"	"2.70e+05"	B+	"78403.061"	"96109.22"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
Xe	2	"565.053"	"1h"	""		"139182.58"	"156875.52"	"5s2.5p4.(3P<2>).4f"	"2[3]*"	"5/2"	"5s2.5p4.(3P<2>).6g"	"2[4]"	"7/2"		""	"L6925"	
Xe	1	"565.284"	"2h"	""		"78956.031"	"96641.306"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).12d"	"2[5/2]*"	"2"		""	"L4739"	
Xe	3	"565.387"	"1"	""		"150404.24"	"168086.00"	"5s2.5p3.(2P*).5d"	"3P*"	"2"	"5s2.5p3.(2D*).6p"	"3P"	"1"		""	"L10579"	
Xe	1	"565.431"	"1h-"	""		"78119.798"	"95800.584"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"1"		""	"L4739"	
Xe	3	"565.724"	"1"	""		"178306.08"	"195977.67"	"5s2.5p3.(2D*).4f"	"3G"	"3"	"5s2.5p3.(2D*).6d"	"3F*"	"2"		""	"L10579"	
Xe	2	"565.938"	"150"	""		"106906.12"	"124571.09"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"1/2"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"1/2"		""	"L6925"	
Xe	3	"566.385"	"1"	""		"178887.17"	"196538.07"	"5s2.5p3.(2D*).4f"	"3G"	"4"	"5s2.5p3.(2D*).6d"	"1G*"	"4"		""	"L10579"	
Xe	1	"566.446"	"1h"	""		"79212.465"	"96861.540"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).13d"	"2[5/2]*"	"3"		""	"L4739"	
Xe	3	"566.627"	"2"	""		"143048.20"	"160691.30"	"5s2.5p3.(2D*).6s"	"1D*"	"2"	"5s2.5p3.(2D*).6p"	"3F"	"2"		""	"L7270"	
Xe	2	"566.756"	"300"	""		"96033.48"	"113672.89"	"5s2.5p4.(3P<2>).5d"	"2[2]"	"3/2"	"5s2.5p4.(3P<2>).6p"	"2[1]*"	"1/2"		""	"L6925"	
Xe	2	"567.091"	"50"	""		"123254.60"	"140883.42"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"3/2"	"5s2.5p4.(3P<0>).7s"	"2[0]"	"1/2"		""	"L6925"	
Xe	2	"567.515"	"1"	""		"102799.07"	"120414.87"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"3/2"	"5s2.5p4.(3P<0>).6p"	"2[1]*"	"1/2"		""	"L6925"	
Xe	2	"568.187"	"1h"	""		"132207.76"	"149802.80"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"	"5s2.5p4.(1D<2>).7s"	"2[2]"	"3/2"		""	"L6925"	
Xe	2	"568.649"	"2h"	""		"139640.43"	"157221.03"	"5s2.5p4.(3P<2>).6d"	"2[1]"	"3/2"	"5s2.5p4.(1D<2>).4f"	"2[3]*"	"5/2"		""	"L6925"	
Xe	2	"568.820"	"2^"	""		"138726.59"	"156302.13"	"5s2.5p4.(3P<2>).6d"	"2[0]"	"1/2"	"5s2.5p4.(1D<2>).4f"	"2[2]*"	"3/2"		""	"L6925"	
Xe	1	"568.8373"	"40"	""		"77185.041"	"94759.935"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[5/2]"	"2"		""	"L7292"	
Xe	4	"568.964"	"2"	""		"173221.8"	"190792.5"	"5s2.5p2.(3P).6s"	"2P"	"3/2"	"5s2.5p2.(3P).6p"	"4D*"	"3/2"		""	"L11502"	
Xe	1	"569.5750"	"100"	""		"77185.041"	"94737.121"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[3/2]"	"2"		""	"L7292"	
Xe	1	"569.6477"	"80"	""		"77185.041"	"94734.882"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[3/2]"	"1"		""	"L7292"	
Xe	1	"569.854"	"8"	""		"78403.061"	"95946.582"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L4739"	
Xe	2	"569.961"	"100"	""		"111326.96"	"128867.20"	"5s2.5p4.(3P<1>).5d"	"2[2]"	"3/2"	"5s2.5p4.(1D<2>).6p"	"2[3]*"	"5/2"		""	"L6925"	
Xe	3	"570.124"	"3"	""		"143156.24"	"160691.30"	"5s2.5p3.(2D*).5d"	"3D*"	"3"	"5s2.5p3.(2D*).6p"	"3F"	"2"		""	"L10579"	
Xe	1	"570.334"	"1"	""		"78403.061"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
Xe	1	"570.687"	"3"	"7.0e+04"	C+	"77269.145"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
Xe	1	"570.980"	"10h"	""		"78403.061"	"95912.003"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[7/2]*"	"3"		""	"L4739"	
Xe	3	"571.180"	"0"	""		"184009.10"	"201512.20"	"5s2.5p3.(2P*).6p"	"1D"	"2"	"5s2.5p3.(2D*).6d"	"3D*"	"2"		""	"L7270"	
Xe	1	"571.221"	"2"	""		"78403.061"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
Xe	1	"571.5716"	"70"	"3.5e+05"	C+	"77269.145"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
Xe	2	"571.610"	"100H"	""		"132207.76"	"149697.24"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"	"5s2.5p4.(1D<2>).7s"	"2[2]"	"5/2"		""	"L6925"	
Xe	1	"571.6252"	"80"	""		"78403.061"	"95892.194"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[7/2]*"	"4"		""	"L7292"	
Xe	2	"571.961"	"200"	"6.1e+06"		"96033.48"	"113512.36"	"5s2.5p4.(3P<2>).5d"	"2[2]"	"3/2"	"5s2.5p4.(3P<2>).6p"	"2[3]*"	"5/2"		"T8043"	"L6925"	
Xe	1	"572.214"	"15h"	"3.60e+05"	B+	"78119.798"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
Xe	1	"572.326"	"1h"	""		"78956.031"	"96423.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"1"		""	"L4739"	
Xe	1	"572.610"	"4"	"9.0e+04"	C+	"78119.798"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
Xe	2	"572.691"	"200"	""		"114751.08"	"132207.76"	"5s2.5p4.(3P<1>).5d"	"2[3]"	"5/2"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"		""	"L6925"	
Xe	2	"573.056"	"0"	""		"139645.98"	"157091.9"	"5s2.5p4.(3P<2>).7p"	"2[3]*"	"5/2"	"5s2.5p4.(3P<1>).8s"	"2[1]"	"3/2"		""	"L6991"	
Xe	1	"573.348"	"4h"	""		"79212.465"	"96649.083"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12d"	"2[5/2]*"	"3"		""	"L4739"	
Xe	1	"574.017"	"6"	""		"77269.145"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
Xe	1	"574.073"	"1h"	""		"79212.465"	"96627.017"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12d"	"2[3/2]*"	"2"		""	"L4739"	
Xe	2	"574.42"	"1^"	""		"139498.46"	"156902.5"	"5s2.5p4.(3P<2>).4f"	"2[2]*"	"3/2"	"5s2.5p4.(3P<2>).6g"	"2[3]"	"5/2"		""	"L6925"	
Xe	1	"574.820"	"8h"	""		"78956.031"	"96348.03"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"2"		""	"L4739"	
Xe	3	"574.867"	"6"	""		"134667.42"	"152057.72"	"5s2.5p3.(2D*).6s"	"3D*"	"2"	"5s2.5p3.(4S*).6p"	"3P"	"2"		""	"L10579"	
Xe	2	"575.103"	"200"	""		"106906.12"	"124289.45"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"1/2"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"3/2"		""	"L6925"	
Xe	2	"575.256"	"10"	""		"104250.06"	"121628.82"	"5s2.5p4.(3P<1>).5d"	"2[1]"	"1/2"	"5s2.5p4.(3P<0>).6p"	"2[1]*"	"3/2"		""	"L6925"	
Xe	3	"575.403"	"4"	""		"178887.17"	"196261.50"	"5s2.5p3.(2D*).4f"	"3G"	"4"	"5s2.5p3.(2D*).6d"	"3G*"	"3"		""	"L10579"	
Xe	1	"575.460"	"1h"	""		"78956.031"	"96328.62"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"2"		""	"L4739"	
Xe	2	"575.865"	"100"	""		"112703.64"	"130063.96"	"5s2.5p4.(3P<1>).5d"	"2[2]"	"5/2"	"5s2.5p4.(1D<2>).6p"	"2[3]*"	"7/2"		""	"L6925"	
Xe	3	"576.194"	"1"	""		"154639.37"	"171989.82"	"5s2.5p3.(2D*).5d"	"3P*"	"1"	"5s2.5p3.(2D*).6p"	"1D"	"2"		""	"L10579"	
Xe	2	"577.639"	"100"	""		"105947.55"	"123254.60"	"5s2.5p4.(3P<2>).5d"	"2[0]"	"1/2"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"3/2"		""	"L6925"	
Xe	3	"578.051"	"2"	""		"145300.13"	"162594.81"	"5s2.5p3.(2P*).5d"	"3F*"	"2"	"5s2.5p3.(2D*).6p"	"3F"	"3"		""	"L10579"	
Xe	2	"578.083"	"1-"	""		"114913.98"	"132207.76"	"5s2.5p4.(1D<2>).5d"	"2[4]"	"7/2"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"		""	"L6925"	
Xe	2	"579.188"	"1hl"	""		"129667.35"	"146927.86"	"5s2.5p4.(1D<2>).6p"	"2[1]*"	"3/2"	"5s2.5p4.(3P<1>).6d"	"2[3]"	"5/2"		""	"L6925"	
Xe	1	"579.226"	"1h"	"9.0e+04"	C	"79212.465"	"96472.13"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).13s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
Xe	1	"580.7311"	"15"	""		"78119.798"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
Xe	2	"580.95"	"1Hw"	""		"139094.28"	"156302.13"	"5s2.5p4.(3P<2>).6d"	"2[3]"	"5/2"	"5s2.5p4.(1D<2>).4f"	"2[2]*"	"3/2"		""	"L6925"	
Xe	1	"581.4505"	"60"	""		"78119.798"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L7292"	
Xe	2	"581.596"	"50"	""		"107381.74"	"124571.09"	"5s2.5p4.(3P<0>).5d"	"2[2]"	"3/2"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"1/2"		""	"L6925"	
Xe	8	"581.95"	""	""		"655008"	"672187"	"8s"	"2S"	"1/2"	"8p"	"2P*"	"3/2"		""	"L11586"	
Xe	1	"582.052"	"25"	"4.00e+05"	B+	"78403.061"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
Xe	2	"582.157"	"1-"	""		"114751.08"	"131923.79"	"5s2.5p4.(3P<1>).5d"	"2[3]"	"5/2"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"3/2"		""	"L6925"	
Xe	1	"582.3890"	"300"	""		"76196.767"	"93362.671"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L7292"	
Xe	2	"582.479"	"1-"	""		"132518.82"	"149682.65"	"5s2.5p4.(3P<2>).7s"	"2[2]"	"5/2"	"5s2.5p4.(3P<1>).4f"	"2[3]*"	"7/2"		""	"L6925"	
Xe	1	"582.4800"	"150"	""		"78119.798"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L7292"	
Xe	1	"582.772"	"1"	""		"78119.798"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
Xe	1	"583.063"	"20h"	""		"79212.465"	"96358.56"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"3"		""	"L4739"	
Xe	2	"583.55"	"5Hw"	""		"139782.0"	"156913.8"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"11/2"	"5s2.5p4.(3P<2>).6g"	"2[6]"	"13/2"		""	"L6925"	
Xe	1	"584.083"	"4h"	""		"79212.465"	"96328.62"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"2"		""	"L4739"	
Xe	1	"584.343"	"5"	""		"78119.798"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
Xe	1	"584.546"	"1"	""		"79212.465"	"96315.16"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[1/2]*"	"1"		""	"L4739"	
Xe	1	"584.621"	"2"	""		"77185.041"	"94285.50"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"0"		""	"L4739"	
Xe	2	"584.928"	"0"	""		"139782.0"	"156872.9"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"11/2"	"5s2.5p4.(3P<2>).6g"	"2[5]"	"11/2"		""	"L6991"	
Xe	1	"584.985"	"3h"	""		"78956.031"	"96045.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		""	"L4739"	
Xe	2	"585.547"	"1"	""		"128867.20"	"145940.34"	"5s2.5p4.(1D<2>).6p"	"2[3]*"	"5/2"	"5s2.5p4.(3P<1>).6d"	"2[2]"	"3/2"		""	"L6925"	
Xe	1	"585.6509"	"15"	""		"77269.145"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L7292"	
Xe	3	"585.755"	"3"	""		"133234.01"	"150301.10"	"5s2.5p3.(2D*).5d"	"3D*"	"1"	"5s2.5p3.(4S*).6p"	"3P"	"1"		""	"L10579"	
Xe	2	"585.947"	"2H"	""		"132741.15"	"149802.80"	"5s2.5p4.(1D<2>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(1D<2>).7s"	"2[2]"	"3/2"		""	"L6925"	
Xe	1	"587.5018"	"100"	""		"77269.145"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L7292"	
Xe	2	"587.725"	"1-"	""		"139903.63"	"156913.68"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"9/2"	"5s2.5p4.(3P<2>).6g"	"2[6]"	"11/2"		""	"L6925"	
Xe	1	"587.892"	"6"	""		"77185.041"	"94190.24"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"2"		""	"L4739"	
Xe	1	"588.912"	"20"	""		"78956.031"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
Xe	2	"588.982"	"4"	""		"139903.63"	"156876.96"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"9/2"	"5s2.5p4.(3P<2>).6g"	"2[4]"	"9/2"		""	"L6991"	
Xe	2	"589.026"	"0"	""		"139903.63"	"156875.52"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"9/2"	"5s2.5p4.(3P<2>).6g"	"2[4]"	"7/2"		""	"L7270"	
Xe	2	"589.170"	"4"	""		"139903.63"	"156872.9"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"9/2"	"5s2.5p4.(3P<2>).6g"	"2[5]"	"11/2"		""	"L6991"	
Xe	2	"589.329"	"150"	""		"112703.64"	"129667.35"	"5s2.5p4.(3P<1>).5d"	"2[2]"	"5/2"	"5s2.5p4.(1D<2>).6p"	"2[1]*"	"3/2"		""	"L6925"	
Xe	1	"589.4988"	"100"	""		"77269.145"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L7292"	
Xe	1	"589.562"	"2h"	""		"78956.031"	"95912.880"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4739"	
