element	sp_num	obs_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Ar	7	"95.162"	"80"	""		"634605."	"739690."	"3s.4d"	"3D"	"1"	"3s.5p"	"3P*"	"1"		""	"L12090"	
Ar	7	"95.182"	"100"	""		"634701."	"739763."	"3s.4d"	"3D"	"3"	"3s.5p"	"3P*"	"2"		""	"L12090"	
Ar	7	"95.191"	"80"	""		"634639."	"739690."	"3s.4d"	"3D"	"2"	"3s.5p"	"3P*"	"1"		""	"L12090"	
Ar	7	"95.308"	"20"	""		"370294.0"	"475217."	"3s.3d"	"1D"	"2"	"3p.3d"	"3D*"	"1"		""	"L7294"	
Ar	7	"95.368"	"80"	""		"634605."	"739463."	"3s.4d"	"3D"	"1"	"3s.5p"	"3P*"	"0"		""	"L12090"	
Ar	7	"95.664"	"80*"	""		"739763."	"844296."	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"3"		""	"L12090"	
Ar	7	"95.664"	"80*"	""		"739763."	"844296."	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"2"		""	"L12090"	
Ar	4	"96.301"	"12"	""		"187821.3"	"291663.1"	"3s2.3p2.(3P).3d"	"4D"	"5/2"	"3s2.3p2.(3P).4p"	"2D*"	"5/2"		""	"L11418"	
Ar	4	"97.239"	"14"	""		"188824.5"	"291663.1"	"3s2.3p2.(3P).3d"	"4D"	"7/2"	"3s2.3p2.(3P).4p"	"2D*"	"5/2"		""	"L11418"	
Ar	7	"97.448"	"17"	""		"739690."	"842310."	"3s.5p"	"3P*"	"1"	"3s.6d"	"1D"	"2"		""	"L11579"	
Ar	7	"97.483"	"20"	""		"370294.0"	"472875."	"3s.3d"	"1D"	"2"	"3p.3d"	"3P*"	"1"		""	"L7294"	
Ar	4	"97.627"	"12*"	""		"187397.5"	"289830.5"	"3s2.3p2.(3P).3d"	"4D"	"3/2"	"3s2.3p2.(3P).4p"	"4P*"	"5/2"		""	"L11418"	
Ar	4	"97.627"	"12*"	""		"187821.3"	"290251.5"	"3s2.3p2.(3P).3d"	"4D"	"5/2"	"3s2.3p2.(3P).4p"	"2D*"	"3/2"		""	"L11418"	
Ar	4	"98.030"	"10"	""		"187821.3"	"289830.5"	"3s2.3p2.(3P).3d"	"4D"	"5/2"	"3s2.3p2.(3P).4p"	"4P*"	"5/2"		""	"L11418"	
Ar	4	"98.092"	"12"	""		"187290.4"	"289233.9"	"3s2.3p2.(3P).3d"	"4D"	"1/2"	"3s2.3p2.(3P).4p"	"4P*"	"3/2"		""	"L11418"	
Ar	4	"98.304"	"12"	""		"187397.5"	"289122.3"	"3s2.3p2.(3P).3d"	"4D"	"3/2"	"3s2.3p2.(3P).4p"	"4P*"	"1/2"		""	"L11418"	
Ar	4	"99.004"	"9"	""		"188824.5"	"289830.5"	"3s2.3p2.(3P).3d"	"4D"	"7/2"	"3s2.3p2.(3P).4p"	"4P*"	"5/2"		""	"L11418"	
Ar	7	"99.534"	"80"	""		"741843."	"842310."	"3s.5p"	"1P*"	"1"	"3s.6d"	"1D"	"2"		""	"L12090"	
Ar	6	"99.843"	"8"	""		"0.00"	"100157.5"	"3s2.3p"	"2P*"	"1/2"	"3s.3p2"	"4P"	"1/2"		""	"L11052"	
Ar	6	"100.016"	"1"	""		"2207.88"	"102191.6"	"3s2.3p"	"2P*"	"3/2"	"3s.3p2"	"4P"	"5/2"		""	"L11052"	
Ar	3	"100.2096"	"150"	""		"14010.00"	"113800.52"	"3s2.3p4"	"1D"	"2"	"3s.3p5"	"3P*"	"2"		""	"L11588"	
Ar	4	"100.271"	"9bl:"	""		"187821.3"	"287550.8"	"3s2.3p2.(3P).3d"	"4D"	"5/2"	"3s2.3p2.(3P).4p"	"4D*"	"7/2"		""	"L11418"	
Ar	3	"100.5270"	"9"	""		"144885.46"	"244358.081"	"3s2.3p3.(4S*).3d"	"5D*"	"1"	"3s2.3p3.(2P*).4p"	"1D"	"2"		""	"L9366"	
Ar	4	"100.654"	"10"	""		"187397.5"	"286747.8"	"3s2.3p2.(3P).3d"	"4D"	"3/2"	"3s2.3p2.(3P).4p"	"4D*"	"5/2"		""	"L11418"	
Ar	4	"101.078"	"8"	""		"187290.4"	"286224.5"	"3s2.3p2.(3P).3d"	"4D"	"1/2"	"3s2.3p2.(3P).4p"	"4D*"	"3/2"		""	"L11418"	
Ar	4	"101.086"	"13"	""		"187821.3"	"286747.8"	"3s2.3p2.(3P).3d"	"4D"	"5/2"	"3s2.3p2.(3P).4p"	"4D*"	"5/2"		""	"L11418"	
Ar	4	"101.187"	"9"	""		"187397.5"	"286224.5"	"3s2.3p2.(3P).3d"	"4D"	"3/2"	"3s2.3p2.(3P).4p"	"4D*"	"3/2"		""	"L11418"	
Ar	6	"101.266"	"6"	""		"2207.88"	"100957.6"	"3s2.3p"	"2P*"	"3/2"	"3s.3p2"	"4P"	"3/2"		""	"L11052"	
Ar	4	"101.291"	"12"	""		"188824.5"	"287550.8"	"3s2.3p2.(3P).3d"	"4D"	"7/2"	"3s2.3p2.(3P).4p"	"4D*"	"7/2"		""	"L11418"	
Ar	4	"101.353"	"9"	""		"187290.4"	"285956.2"	"3s2.3p2.(3P).3d"	"4D"	"1/2"	"3s2.3p2.(3P).4p"	"4D*"	"1/2"		""	"L11418"	
Ar	4	"101.462"	"8"	""		"187397.5"	"285956.2"	"3s2.3p2.(3P).3d"	"4D"	"3/2"	"3s2.3p2.(3P).4p"	"4D*"	"1/2"		""	"L11418"	
Ar	3	"101.4780"	"9"	""		"144885.46"	"243425.7974"	"3s2.3p3.(4S*).3d"	"5D*"	"1"	"3s2.3p3.(2P*).4p"	"3P"	"2"		""	"L9366"	
Ar	4	"101.621"	"12bl"	""		"187821.3"	"286224.5"	"3s2.3p2.(3P).3d"	"4D"	"5/2"	"3s2.3p2.(3P).4p"	"4D*"	"3/2"		""	"L11418"	
Ar	3	"101.7660"	"12"	""		"144885.46"	"243147.063"	"3s2.3p3.(4S*).3d"	"5D*"	"1"	"3s2.3p3.(2P*).4p"	"3P"	"1"		""	"L9366"	
Ar	4	"102.090"	"8"	""		"21090.6"	"119043.1"	"3s2.3p3"	"2D*"	"3/2"	"3s.3p4"	"4P"	"1/2"		""	"L11418"	
Ar	6	"102.12"	""	""		"2207.88"	"100157.5"	"3s2.3p"	"2P*"	"3/2"	"3s.3p2"	"4P"	"1/2"		""	"L10587,L10171"	
Ar	4	"102.120"	"6"	""		"188824.5"	"286747.8"	"3s2.3p2.(3P).3d"	"4D"	"7/2"	"3s2.3p2.(3P).4p"	"4D*"	"5/2"		""	"L11418"	
Ar	4	"102.643"	"9"	""		"21090.6"	"118515.7"	"3s2.3p3"	"2D*"	"3/2"	"3s.3p4"	"4P"	"3/2"		""	"L11418"	
Ar	4	"102.779"	"14q"	""		"21219.8"	"118515.7"	"3s2.3p3"	"2D*"	"5/2"	"3s.3p4"	"4P"	"3/2"		""	"L11418"	
Ar	4	"103.794"	"6"	""		"21219.8"	"117563.4"	"3s2.3p3"	"2D*"	"5/2"	"3s.3p4"	"4P"	"5/2"		""	"L11418"	
Ar	4	"103.919"	"7"	""		"207760.7"	"303989.1"	"3s2.3p2.(1D).3d"	"2G"	"7/2"	"3s2.3p2.(1D).4p"	"2F*"	"7/2"		""	"L11418"	
Ar	8	"103.92"	""	""		"865278."	"961492."	"2p6.5d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"7/2"		""	"L5617"	
Ar	4	"104.026"	"15"	""		"207859.3"	"303989.1"	"3s2.3p2.(1D).3d"	"2G"	"9/2"	"3s2.3p2.(1D).4p"	"2F*"	"7/2"		""	"L11418"	
Ar	4	"104.271"	"15"	""		"207760.7"	"303665.4"	"3s2.3p2.(1D).3d"	"2G"	"7/2"	"3s2.3p2.(1D).4p"	"2F*"	"5/2"		""	"L11418"	
Ar	3	"104.8200"	"12"	""		"144890.68"	"240292.3714"	"3s2.3p3.(4S*).3d"	"5D*"	"2"	"3s2.3p3.(2P*).4p"	"3D"	"3"		""	"L9366"	
Ar	1	"104.8220"	"1000r"	"5.32e+08"	AA	"0.0000"	"95399.8276"	"3s2.3p6"	"1S"	"0"	"3s2.3p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"		"T7574"	"L2131"	
Ar	3	"104.8380"	"15"	""		"144911.27"	"240292.3714"	"3s2.3p3.(4S*).3d"	"5D*"	"4"	"3s2.3p3.(2P*).4p"	"3D"	"3"		""	"L9366"	
Ar	3	"104.9690"	"6"	""		"144885.46"	"240151.990"	"3s2.3p3.(4S*).3d"	"5D*"	"1"	"3s2.3p3.(2P*).4p"	"3D"	"1"		""	"L9366"	
Ar	7	"106.354"	"40q"	""		"170722."	"264749."	"3s.3p"	"1P*"	"1"	"3p2"	"1D"	"2"		""	"L7294"	
Ar	1	"106.6660"	"500r"	"1.320e+08"	A+	"0.0000"	"93750.5978"	"3s2.3p6"	"1S"	"0"	"3s2.3p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"		"T7574"	"L2131"	
Ar	8	"115.47"	"*"	""		"875349."	"961963."	"2p6.5f"	"2F*"	"7/2"	"2p6.6g"	"2G"	"9/2"		""	"L16107"	
Ar	8	"115.47"	"*"	""		"875329."	"961941."	"2p6.5f"	"2F*"	"5/2"	"2p6.6g"	"2G"	"7/2"		""	"L16107"	
Ar	3	"115.7470"	"1"	""		"157029.812"	"243425.7974"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2P*).4p"	"3P"	"2"		""	"L9366"	
Ar	3	"115.9770"	"6"	""		"156922.557"	"243147.063"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2P*).4p"	"3P"	"1"		""	"L9366"	
Ar	8	"116.39"	"*"	""		"876019."	"961937."	"2p6.5g"	"2G"	"9/2"	"2p6.6h"	"2H*"	"11/2"		""	"L16107"	
Ar	8	"116.39"	"*"	""		"876005."	"961923."	"2p6.5g"	"2G"	"7/2"	"2p6.6h"	"2H*"	"9/2"		""	"L16107"	
Ar	8	"117.14"	"*"	""		"961923."	"1047291"	"2p6.6h"	"2H*"	"9/2"	"2p6.8i"	"2I"	"11/2"		""	"L5617"	
Ar	8	"117.14"	"*"	""		"961937."	"1047304"	"2p6.6h"	"2H*"	"11/2"	"2p6.8i"	"2I"	"13/2"		""	"L5617"	
Ar	4	"118.779"	"6"	""		"34854.6"	"119043.1"	"3s2.3p3"	"2P*"	"1/2"	"3s.3p4"	"4P"	"1/2"		""	"L11418"	
Ar	4	"119.0328"	"80"	""		"35032.4"	"119043.1"	"3s2.3p3"	"2P*"	"3/2"	"3s.3p4"	"4P"	"1/2"		""	"L11588"	
Ar	4	"119.186"	"6"	""		"207760.7"	"291663.1"	"3s2.3p2.(1D).3d"	"2G"	"7/2"	"3s2.3p2.(3P).4p"	"2D*"	"5/2"		""	"L11418"	
Ar	5	"119.4528"	"5"	""		"37912.4"	"121628.7"	"3s2.3p2"	"1S"	"0"	"3s.3p3"	"3D*"	"1"		""	"L11588"	
Ar	4	"119.782"	"10"	""		"35032.4"	"118515.7"	"3s2.3p3"	"2P*"	"3/2"	"3s.3p4"	"4P"	"3/2"		""	"L11418"	
Ar	3	"119.9370"	"12"	""		"156915.518"	"240292.3714"	"3s2.3p3.(4S*).3d"	"3D*"	"3"	"3s2.3p3.(2P*).4p"	"3D"	"3"		""	"L9366"	
Ar	3	"119.9950"	"12"	""		"156922.557"	"240258.453"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2P*).4p"	"3D"	"2"		""	"L9366"	
Ar	3	"120.1490"	"6*"	""		"156922.557"	"240151.990"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2P*).4p"	"3D"	"1"		""	"L9366"	
Ar	3	"120.1490"	"6*"	""		"157029.812"	"240258.453"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2P*).4p"	"3D"	"2"		""	"L9366"	
Ar	5	"120.239"	"1d"	""		"195355.7"	"278522.6"	"3s.3p3"	"1P*"	"1"	"3p4"	"1D"	"2"		""	"L11601"	
Ar	3	"120.3030"	"9"	""		"157029.812"	"240151.990"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2P*).4p"	"3D"	"1"		""	"L9366"	
Ar	4	"120.564"	"6"	""		"222956.1"	"305899.6"	"3s.3p4"	"2P"	"3/2"	"3s2.3p2.(1D).4p"	"2D*"	"3/2"		""	"L11418"	
Ar	4	"121.165"	"9"	""		"35032.4"	"117563.4"	"3s2.3p3"	"2P*"	"3/2"	"3s.3p4"	"4P"	"5/2"		""	"L11418"	
Ar	4	"122.130"	"12"	""		"224019.3"	"305899.6"	"3s.3p4"	"2P"	"1/2"	"3s2.3p2.(1D).4p"	"2D*"	"3/2"		""	"L11418"	
Ar	3	"124.5760"	"9"	""		"144885.46"	"225156.5915"	"3s2.3p3.(4S*).3d"	"5D*"	"1"	"3s2.3p3.(2D*).4p"	"3D"	"1"		""	"L9366"	
Ar	3	"125.0630"	"15"	""		"161849.93"	"241807.155"	"3s2.3p3.(2D*).3d"	"1S*"	"0"	"3s2.3p3.(2P*).4p"	"1P"	"1"		""	"L9366"	
Ar	3	"125.56374"	""	""		"144022.38"	"223663.160"	"3s.3p5"	"1P*"	"1"	"3s2.3p3.(2D*).4p"	"1P"	"1"		""	"L8114"	
Ar	3	"126.5250"	"3"	""		"157029.812"	"236064.6283"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2D*).4p"	"1D"	"2"		""	"L9366"	
Ar	2	"126.8483"	"1"	""		"132737.7039"	"211572.2917"	"3s2.3p4.(3P).3d"	"4D"	"1/2"	"3s2.3p4.(3P<1>).6f"	"2[2]*"	"3/2"		""	"L16202"	
Ar	2	"128.0225"	"1"	""		"132327.3616"	"210438.859"	"3s2.3p4.(3P).3d"	"4D"	"7/2"	"3s2.3p4.(3P<2>).6f"	"2[4]*"	"9/2"		""	"L16202"	
Ar	2	"128.2620"	"1"	""		"132481.2068"	"210447.1140"	"3s2.3p4.(3P).3d"	"4D"	"5/2"	"3s2.3p4.(3P<2>).6f"	"2[4]*"	"7/2"		""	"L16202"	
Ar	6	"128.395"	""	""		"182182.1"	"260068.7"	"3s.3p2"	"2P"	"1/2"	"3p3"	"2D*"	"3/2"		""	"L10202"	
Ar	2	"128.4793"	"1"	""		"132630.7277"	"210464.709"	"3s2.3p4.(3P).3d"	"4D"	"3/2"	"3s2.3p4.(3P<2>).6f"	"2[3]*"	"5/2"		""	"L16202"	
Ar	3	"129.0310"	"3"	""		"162757.28"	"240258.453"	"3s2.3p3.(2D*).3d"	"3F*"	"2"	"3s2.3p3.(2P*).4p"	"3D"	"2"		""	"L9366"	
Ar	3	"129.2070"	"9"	""		"162757.28"	"240151.990"	"3s2.3p3.(2D*).3d"	"3F*"	"2"	"3s2.3p3.(2P*).4p"	"3D"	"1"		""	"L9366"	
Ar	3	"129.5060"	"3"	""		"163076.17"	"240292.3714"	"3s2.3p3.(2D*).3d"	"3F*"	"3"	"3s2.3p3.(2P*).4p"	"3D"	"3"		""	"L9366"	
Ar	3	"129.5630"	"12"	""		"163076.17"	"240258.453"	"3s2.3p3.(2D*).3d"	"3F*"	"3"	"3s2.3p3.(2P*).4p"	"3D"	"2"		""	"L9366"	
Ar	3	"130.1820"	"15"	""		"163477.01"	"240292.3714"	"3s2.3p3.(2D*).3d"	"3F*"	"4"	"3s2.3p3.(2P*).4p"	"3D"	"3"		""	"L9366"	
Ar	6	"130.387"	"10w"	""		"183577.3"	"260272.9"	"3s.3p2"	"2P"	"3/2"	"3p3"	"2D*"	"5/2"		""	"L11052"	
Ar	6	"130.750"	""	""		"183577.3"	"260068.7"	"3s.3p2"	"2P"	"3/2"	"3p3"	"2D*"	"3/2"		""	"L10202"	
Ar	3	"133.3860"	"6"	""		"209126.1544"	"284097.595"	"3s2.3p3.(4S*).4p"	"3P"	"1"	"3s2.3p3.(2P*).4d"	"3D*"	"2"		""	"L9366"	
Ar	3	"133.7420"	"6"	""		"209150.8807"	"283921.143"	"3s2.3p3.(4S*).4p"	"3P"	"2"	"3s2.3p3.(2P*).4d"	"3D*"	"3"		""	"L9366"	
Ar	3	"133.8240"	"9"	""		"157029.812"	"231754.836"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2D*).4p"	"3P"	"0"		""	"L9366"	
Ar	3	"133.8620"	"12"	""		"156922.557"	"231627.364"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2D*).4p"	"3P"	"1"		""	"L9366"	
Ar	3	"134.0520"	"9"	""		"157029.812"	"231627.364"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2D*).4p"	"3P"	"1"		""	"L9366"	
Ar	5	"134.168"	"1"	""		"191536.8"	"266075."	"3s.3p3"	"3S*"	"1"	"3p4"	"3P"	"0"		""	"L11601"	
Ar	3	"134.3710"	"12"	""		"156922.557"	"231342.1658"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2D*).4p"	"3P"	"2"		""	"L9366"	
Ar	3	"134.5680"	"3"	""		"157029.812"	"231342.1658"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2D*).4p"	"3P"	"2"		""	"L9366"	
Ar	2	"134.8745"	"1"	""		"132481.2068"	"206623.9138"	"3s2.3p4.(3P).3d"	"4D"	"5/2"	"3s2.3p4.(3P<0>).5f"	"2[3]*"	"7/2"		""	"L16202"	
Ar	5	"135.043"	"5"	""		"191536.8"	"265587.6"	"3s.3p3"	"3S*"	"1"	"3p4"	"3P"	"1"		""	"L11601"	
Ar	2	"135.1330"	"1"	""		"132630.7277"	"206631.7185"	"3s2.3p4.(3P).3d"	"4D"	"3/2"	"3s2.3p4.(3P<0>).5f"	"2[3]*"	"5/2"		""	"L16202"	
Ar	2	"135.4912"	"2"	""		"132327.3616"	"206132.7924"	"3s2.3p4.(3P).3d"	"4D"	"7/2"	"3s2.3p4.(3P<1>).5f"	"2[4]*"	"9/2"		""	"L16202"	
Ar	2	"135.7435"	"0"	""		"132481.2068"	"206149.0242"	"3s2.3p4.(3P).3d"	"4D"	"5/2"	"3s2.3p4.(3P<1>).5f"	"2[4]*"	"7/2"		""	"L16202"	
Ar	2	"136.0735"	"1"	""		"132630.7277"	"206120.3769"	"3s2.3p4.(3P).3d"	"4D"	"3/2"	"3s2.3p4.(3P<1>).5f"	"2[2]*"	"5/2"		""	"L16202"	
Ar	2	"136.3031"	"2"	""		"132737.7039"	"206103.4749"	"3s2.3p4.(3P).3d"	"4D"	"1/2"	"3s2.3p4.(3P<1>).5f"	"2[2]*"	"3/2"		""	"L16202"	
Ar	5	"137.192"	"5"	""		"191536.8"	"264430.1"	"3s.3p3"	"3S*"	"1"	"3p4"	"3P"	"2"		""	"L11601"	
Ar	2	"137.6107"	"0.5"	""		"132327.3616"	"204996.1739"	"3s2.3p4.(3P).3d"	"4D"	"7/2"	"3s2.3p4.(3P<2>).5f"	"2[3]*"	"7/2"		""	"L16202"	
Ar	2	"137.6956"	"1"	""		"132327.3616"	"204951.1273"	"3s2.3p4.(3P).3d"	"4D"	"7/2"	"3s2.3p4.(3P<2>).5f"	"2[4]*"	"7/2"		""	"L16202"	
Ar	2	"137.7211"	"4"	""		"132327.3616"	"204937.8473"	"3s2.3p4.(3P).3d"	"4D"	"7/2"	"3s2.3p4.(3P<2>).5f"	"2[4]*"	"9/2"		""	"L16202"	
Ar	2	"137.7442"	"0"	""		"132481.2068"	"205079.1331"	"3s2.3p4.(3P).3d"	"4D"	"5/2"	"3s2.3p4.(3P<2>).5f"	"2[2]*"	"5/2"		""	"L16202"	
Ar	2	"137.9377"	"1"	""		"132481.2068"	"204977.6464"	"3s2.3p4.(3P).3d"	"4D"	"5/2"	"3s2.3p4.(3P<2>).5f"	"2[3]*"	"5/2"		""	"L16202"	
Ar	2	"137.9884"	"3"	""		"132481.2068"	"204951.1273"	"3s2.3p4.(3P).3d"	"4D"	"5/2"	"3s2.3p4.(3P<2>).5f"	"2[4]*"	"7/2"		""	"L16202"	
Ar	2	"138.0723"	"1"	""		"132630.7277"	"205056.3109"	"3s2.3p4.(3P).3d"	"4D"	"3/2"	"3s2.3p4.(3P<2>).5f"	"2[2]*"	"3/2"		""	"L16202"	
Ar	2	"138.2228"	"2"	""		"132630.7277"	"204977.6464"	"3s2.3p4.(3P).3d"	"4D"	"3/2"	"3s2.3p4.(3P<2>).5f"	"2[3]*"	"5/2"		""	"L16202"	
Ar	2	"138.2765"	"1"	""		"132737.7039"	"205056.3109"	"3s2.3p4.(3P).3d"	"4D"	"1/2"	"3s2.3p4.(3P<2>).5f"	"2[2]*"	"3/2"		""	"L16202"	
Ar	4	"139.564"	"6"	""		"224019.3"	"295670.2"	"3s.3p4"	"2P"	"1/2"	"3s2.3p2.(3P).4p"	"2P*"	"1/2"		""	"L11418"	
Ar	2	"139.6231"	"1"	""		"142186.3153"	"213807.62"	"3s2.3p4.(3P).3d"	"4F"	"9/2"	"3s2.3p4.(3P<2>).7f"	"2[5]*"	"11/2"		""	"L16202"	
Ar	4	"140.750"	"9"	""		"224754.4"	"295802.2"	"3s2.3p2.(3P).3d"	"2D"	"3/2"	"3s2.3p2.(3P).4p"	"2P*"	"3/2"		""	"L11418"	
Ar	4	"140.930"	"14q"	""		"220786.8"	"291744.0"	"3s2.3p2.(3P).3d"	"4P"	"5/2"	"3s2.3p2.(3P).4p"	"4S*"	"3/2"		""	"L11418"	
Ar	4	"141.013"	"15"	""		"224754.4"	"295670.2"	"3s2.3p2.(3P).3d"	"2D"	"3/2"	"3s2.3p2.(3P).4p"	"2P*"	"1/2"		""	"L11418"	
Ar	5	"141.397"	"2"	""		"195355.7"	"266075."	"3s.3p3"	"1P*"	"1"	"3p4"	"3P"	"0"		""	"L11601"	
Ar	4	"141.959"	"15"	""		"221300.9"	"291744.0"	"3s2.3p2.(3P).3d"	"4P"	"3/2"	"3s2.3p2.(3P).4p"	"4S*"	"3/2"		""	"L11418"	
Ar	6	"142.060"	"4"	""		"454807."	"525200."	"3s2.4d"	"2D"	"5/2"	"3s.3p.(1P*).4s"	"2P*"	"3/2"		""	"L11052"	
Ar	3	"142.2000"	"9"	""		"156922.557"	"227244.1715"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2D*).4p"	"1F"	"3"		""	"L9366"	
Ar	6	"142.251"	"4"	""		"454751."	"525050."	"3s2.4d"	"2D"	"3/2"	"3s.3p.(1P*).4s"	"2P*"	"1/2"		""	"L11052"	
Ar	4	"142.619"	"15"	""		"221627.4"	"291744.0"	"3s2.3p2.(3P).3d"	"4P"	"1/2"	"3s2.3p2.(3P).4p"	"4S*"	"3/2"		""	"L11418"	
Ar	3	"143.4070"	"12"	""		"156915.518"	"226646.6786"	"3s2.3p3.(4S*).3d"	"3D*"	"3"	"3s2.3p3.(2D*).4p"	"3F"	"4"		""	"L9366"	
Ar	4	"143.557"	"14"	""		"226142.8"	"295802.2"	"3s2.3p2.(3P).3d"	"2D"	"5/2"	"3s2.3p2.(3P).4p"	"2P*"	"3/2"		""	"L11418"	
Ar	3	"143.7020"	"15"	""		"156915.518"	"226504.1601"	"3s2.3p3.(4S*).3d"	"3D*"	"3"	"3s2.3p3.(2D*).4p"	"3F"	"3"		""	"L9366"	
Ar	3	"143.7170"	"12"	""		"156922.557"	"226504.1601"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2D*).4p"	"3F"	"3"		""	"L9366"	
Ar	3	"144.0070"	"3"	""		"156915.518"	"226357.0086"	"3s2.3p3.(4S*).3d"	"3D*"	"3"	"3s2.3p3.(2D*).4p"	"3F"	"2"		""	"L9366"	
Ar	3	"144.0210"	"12"	""		"156922.557"	"226357.0086"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2D*).4p"	"3F"	"2"		""	"L9366"	
Ar	3	"144.2440"	"9"	""		"157029.812"	"226357.0086"	"3s2.3p3.(4S*).3d"	"3D*"	"1"	"3s2.3p3.(2D*).4p"	"3F"	"2"		""	"L9366"	
Ar	8	"144.4"	""	"1.5e+09"	C	"628241."	"697532."	"2p6.4p"	"2P*"	"1/2"	"2p6.4d"	"2D"	"3/2"		"T1619interp,LS"	"L4580"	
Ar	5	"144.766"	"1"	""		"195355.7"	"264430.1"	"3s.3p3"	"1P*"	"1"	"3p4"	"3P"	"2"		""	"L11601"	
Ar	4	"144.835"	"15"	""		"220786.8"	"289830.5"	"3s2.3p2.(3P).3d"	"4P"	"5/2"	"3s2.3p2.(3P).4p"	"4P*"	"5/2"		""	"L11418"	
Ar	2	"145.1879"	"1"	""		"142717.0965"	"211593.5615"	"3s2.3p4.(3P).3d"	"4F"	"7/2"	"3s2.3p4.(3P<1>).6f"	"2[4]*"	"9/2"		""	"L16202"	
Ar	4	"145.544"	"6"	""		"222956.1"	"291663.1"	"3s.3p4"	"2P"	"3/2"	"3s2.3p2.(3P).4p"	"2D*"	"5/2"		""	"L11418"	
Ar	2	"145.5484"	"1"	""		"143371.4364"	"212077.0827"	"3s2.3p4.(3P).3d"	"4F"	"3/2"	"3s2.3p4.(3P<0>).6f"	"2[3]*"	"5/2"		""	"L16202"	
Ar	4	"145.923"	"12"	""		"221300.9"	"289830.5"	"3s2.3p2.(3P).3d"	"4P"	"3/2"	"3s2.3p2.(3P).4p"	"4P*"	"5/2"		""	"L11418"	
Ar	2	"145.9875"	"1"	""		"143107.6801"	"211606.5420"	"3s2.3p4.(3P).3d"	"4F"	"5/2"	"3s2.3p4.(3P<1>).6f"	"2[4]*"	"7/2"		""	"L16202"	
Ar	3	"146.00973"	""	""		"156915.518"	"225404.1120"	"3s2.3p3.(4S*).3d"	"3D*"	"3"	"3s2.3p3.(2D*).4p"	"3D"	"3"		""	"L8114"	
Ar	3	"146.02487"	""	""		"156922.557"	"225404.1120"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2D*).4p"	"3D"	"3"		""	"L8114"	
Ar	4	"146.099"	"13"	""		"220786.8"	"289233.9"	"3s2.3p2.(3P).3d"	"4P"	"5/2"	"3s2.3p2.(3P).4p"	"4P*"	"3/2"		""	"L11418"	
Ar	8	"146.3"	""	"1.7e+09"	C	"629243."	"697621."	"2p6.4p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"5/2"		"T1619interp,LS"	"L16084"	
Ar	2	"146.3155"	"2"	""		"142186.3153"	"210531.77"	"3s2.3p4.(3P).3d"	"4F"	"9/2"	"3s2.3p4.(3P<2>).6f"	"2[5]*"	"11/2"		""	"L16202"	
Ar	2	"146.4176"	"1"	""		"143371.4364"	"211669.17"	"3s2.3p4.(3P).3d"	"4F"	"3/2"	"3s2.3p4.(3P<1>).6f"	"2[3]*"	"5/2"		""	"L16202"	
Ar	2	"146.5153"	"1"	""		"142186.3153"	"210438.859"	"3s2.3p4.(3P).3d"	"4F"	"9/2"	"3s2.3p4.(3P<2>).6f"	"2[4]*"	"9/2"		""	"L16202"	
Ar	3	"146.55506"	""	""		"156915.518"	"225149.2072"	"3s2.3p3.(4S*).3d"	"3D*"	"3"	"3s2.3p3.(2D*).4p"	"3D"	"2"		""	"L8114"	
Ar	3	"146.57036"	""	""		"156922.557"	"225149.2072"	"3s2.3p3.(4S*).3d"	"3D*"	"2"	"3s2.3p3.(2D*).4p"	"3D"	"2"		""	"L8114"	
